"url","intent_cluster","decision","target","status","reason"
"https://reumlab.com/l/seongnam-mvp-dev","legacy","redirect","/mvp/seongnam/","301","consolidate legacy signal without a chain"
"https://reumlab.com/l/seongnam-mvp-dev/","legacy","redirect","/mvp/seongnam/","301","consolidate legacy signal without a chain"
"https://reumlab.com/l/app-dev-*","legacy","redirect","/guide/app-cost/","301","consolidate legacy signal without a chain"
"https://reumlab.com/l/mobile-app-*","legacy","redirect","/guide/app-cost/","301","consolidate legacy signal without a chain"
"https://reumlab.com/l/homepage-dev-*","legacy","redirect","/guide/web-cost/","301","consolidate legacy signal without a chain"
"https://reumlab.com/l/web-dev-*","legacy","redirect","/guide/web-cost/","301","consolidate legacy signal without a chain"
"https://reumlab.com/l/landing-page-*","legacy","redirect","/guide/web-cost/","301","consolidate legacy signal without a chain"
"https://reumlab.com/l/website-dev-*","legacy","redirect","/guide/web-cost/","301","consolidate legacy signal without a chain"
"https://reumlab.com/l/responsive-web-*","legacy","redirect","/guide/web-cost/","301","consolidate legacy signal without a chain"
"https://reumlab.com/l/mvp-dev-*","legacy","redirect","/guide/mvp-cost/","301","consolidate legacy signal without a chain"
"https://reumlab.com/l/shopping-mall-*","legacy","redirect","/l/shopping-mall-cost/","301","consolidate legacy signal without a chain"
"https://reumlab.com/l/service-plan-*","legacy","redirect","/l/service-plan-cost/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/앱-개발-비용-*","legacy","redirect","/guide/app-cost/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/앱-개발-기간-*","legacy","redirect","/guide/app-cost/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/앱-개발-견적-*","legacy","redirect","/guide/quote/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/앱-개발-비전공자-*","legacy","redirect","/guide/non-developer-app/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/앱-개발-실패-예방-*","legacy","redirect","/guide/outsourcing-cost/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/앱-개발-외주-*","legacy","redirect","/app-development/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/홈페이지-제작-비용-*","legacy","redirect","/guide/web-cost/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/홈페이지-제작-견적-*","legacy","redirect","/guide/web-cost/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/홈페이지-제작-seo-*","legacy","redirect","/web-development/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/홈페이지-제작-디자인-*","legacy","redirect","/web-development/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/홈페이지-제작-템플릿-*","legacy","redirect","/web-development/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/홈페이지-제작-업체-*","legacy","redirect","/web-development/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/웹개발-비용-*","legacy","redirect","/guide/web-cost/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/웹개발-외주-*","legacy","redirect","/web-development/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/웹개발-회사-*","legacy","redirect","/web-development/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/웹개발-기술-*","legacy","redirect","/web-development/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/웹개발-인턴-*","legacy","redirect","/web-development/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/웹개발-학원-*","legacy","redirect","/web-development/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/랜딩페이지-제작-*","legacy","redirect","/web-development/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/랜딩페이지-비용-*","legacy","redirect","/guide/web-cost/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/랜딩페이지-seo-*","legacy","redirect","/web-development/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/랜딩페이지-전환율-*","legacy","redirect","/web-development/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/랜딩페이지-디자인-*","legacy","redirect","/web-development/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/랜딩페이지-마케팅-*","legacy","redirect","/web-development/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/flutter-비용-*","legacy","redirect","/guide/flutter-cost/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/flutter-mvp-*","legacy","redirect","/flutter/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/flutter-단점-*","legacy","redirect","/flutter/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/flutter-장점-*","legacy","redirect","/flutter/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/flutter-크로스-*","legacy","redirect","/flutter/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/flutter-배우기-*","legacy","redirect","/flutter/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/mvp-비용-*","legacy","redirect","/guide/mvp-cost/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/mvp-기간-*","legacy","redirect","/guide/mvp-cost/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/mvp-검증-*","legacy","redirect","/mvp/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/mvp-전략-*","legacy","redirect","/mvp/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/mvp-아이디어-*","legacy","redirect","/mvp/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/mvp-시장-*","legacy","redirect","/mvp/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/외주개발-비용-*","legacy","redirect","/guide/outsourcing-cost/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/외주개발-업체-*","legacy","redirect","/app-development/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/외주개발-계약-*","legacy","redirect","/source-handover/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/외주개발-일정-*","legacy","redirect","/app-development/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/외주개발-품질-*","legacy","redirect","/source-handover/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/외주개발-유지보수-*","legacy","redirect","/source-handover/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/ai개발-비용-*","legacy","redirect","/ai-development/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/ai개발-챗봇-*","legacy","redirect","/guide/chatbot-cost/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/ai개발-ml-*","legacy","redirect","/ai-development/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/ai개발-학습-*","legacy","redirect","/ai-development/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/ai개발-기술-*","legacy","redirect","/ai-development/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/ai개발-외주-*","legacy","redirect","/ai-development/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/데이터분석-비용-*","legacy","redirect","/ai-development/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/데이터분석-학원-*","legacy","redirect","/ai-development/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/-16","legacy","redirect","/blog/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/-16/","legacy","redirect","/blog/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/-seo-18","legacy","redirect","/web-development/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/-seo-18/","legacy","redirect","/web-development/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/flutter-14","legacy","redirect","/flutter/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/flutter-14/","legacy","redirect","/flutter/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/mvp-22","legacy","redirect","/mvp/","301","consolidate legacy signal without a chain"
"https://reumlab.com/blog/mvp-22/","legacy","redirect","/mvp/","301","consolidate legacy signal without a chain"
"https://reumlab.com/l/app-dev-cost/","legacy_landing","redirect","/guide/app-cost/","301","expanded from /l/app-dev-*; consolidate query variant"
"https://reumlab.com/l/app-dev-quote/","legacy_landing","redirect","/guide/app-cost/","301","expanded from /l/app-dev-*; consolidate query variant"
"https://reumlab.com/l/app-dev-price/","legacy_landing","redirect","/guide/app-cost/","301","expanded from /l/app-dev-*; consolidate query variant"
"https://reumlab.com/l/app-dev-production-cost/","legacy_landing","redirect","/guide/app-cost/","301","expanded from /l/app-dev-*; consolidate query variant"
"https://reumlab.com/l/app-dev-dev-cost/","legacy_landing","redirect","/guide/app-cost/","301","expanded from /l/app-dev-*; consolidate query variant"
"https://reumlab.com/l/app-dev-quote-inquiry/","legacy_landing","redirect","/guide/app-cost/","301","expanded from /l/app-dev-*; consolidate query variant"
"https://reumlab.com/l/app-dev-cost-consult/","legacy_landing","redirect","/guide/app-cost/","301","expanded from /l/app-dev-*; consolidate query variant"
"https://reumlab.com/l/app-dev-out-source-cost/","legacy_landing","redirect","/guide/app-cost/","301","expanded from /l/app-dev-*; consolidate query variant"
"https://reumlab.com/l/app-dev-out-cost/","legacy_landing","redirect","/guide/app-cost/","301","expanded from /l/app-dev-*; consolidate query variant"
"https://reumlab.com/l/app-dev-out-quote/","legacy_landing","redirect","/guide/app-cost/","301","expanded from /l/app-dev-*; consolidate query variant"
"https://reumlab.com/l/app-dev-out-price/","legacy_landing","redirect","/guide/app-cost/","301","expanded from /l/app-dev-*; consolidate query variant"
"https://reumlab.com/l/app-dev-out-production-cost/","legacy_landing","redirect","/guide/app-cost/","301","expanded from /l/app-dev-*; consolidate query variant"
"https://reumlab.com/l/app-dev-out-dev-cost/","legacy_landing","redirect","/guide/app-cost/","301","expanded from /l/app-dev-*; consolidate query variant"
"https://reumlab.com/l/app-dev-out-quote-inquiry/","legacy_landing","redirect","/guide/app-cost/","301","expanded from /l/app-dev-*; consolidate query variant"
"https://reumlab.com/l/app-dev-out-cost-consult/","legacy_landing","redirect","/guide/app-cost/","301","expanded from /l/app-dev-*; consolidate query variant"
"https://reumlab.com/l/app-dev-out-out-source-cost/","legacy_landing","redirect","/guide/app-cost/","301","expanded from /l/app-dev-*; consolidate query variant"
"https://reumlab.com/l/mobile-app-cost/","legacy_landing","redirect","/guide/app-cost/","301","expanded from /l/mobile-app-*; consolidate query variant"
"https://reumlab.com/l/mobile-app-quote/","legacy_landing","redirect","/guide/app-cost/","301","expanded from /l/mobile-app-*; consolidate query variant"
"https://reumlab.com/l/mobile-app-price/","legacy_landing","redirect","/guide/app-cost/","301","expanded from /l/mobile-app-*; consolidate query variant"
"https://reumlab.com/l/mobile-app-production-cost/","legacy_landing","redirect","/guide/app-cost/","301","expanded from /l/mobile-app-*; consolidate query variant"
"https://reumlab.com/l/mobile-app-dev-cost/","legacy_landing","redirect","/guide/app-cost/","301","expanded from /l/mobile-app-*; consolidate query variant"
"https://reumlab.com/l/mobile-app-quote-inquiry/","legacy_landing","redirect","/guide/app-cost/","301","expanded from /l/mobile-app-*; consolidate query variant"
"https://reumlab.com/l/mobile-app-cost-consult/","legacy_landing","redirect","/guide/app-cost/","301","expanded from /l/mobile-app-*; consolidate query variant"
"https://reumlab.com/l/mobile-app-out-source-cost/","legacy_landing","redirect","/guide/app-cost/","301","expanded from /l/mobile-app-*; consolidate query variant"
"https://reumlab.com/l/homepage-dev-cost/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/homepage-dev-*; consolidate query variant"
"https://reumlab.com/l/homepage-dev-quote/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/homepage-dev-*; consolidate query variant"
"https://reumlab.com/l/homepage-dev-price/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/homepage-dev-*; consolidate query variant"
"https://reumlab.com/l/homepage-dev-production-cost/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/homepage-dev-*; consolidate query variant"
"https://reumlab.com/l/homepage-dev-dev-cost/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/homepage-dev-*; consolidate query variant"
"https://reumlab.com/l/homepage-dev-quote-inquiry/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/homepage-dev-*; consolidate query variant"
"https://reumlab.com/l/homepage-dev-cost-consult/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/homepage-dev-*; consolidate query variant"
"https://reumlab.com/l/homepage-dev-out-source-cost/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/homepage-dev-*; consolidate query variant"
"https://reumlab.com/l/web-dev-cost/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/web-dev-*; consolidate query variant"
"https://reumlab.com/l/web-dev-quote/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/web-dev-*; consolidate query variant"
"https://reumlab.com/l/web-dev-price/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/web-dev-*; consolidate query variant"
"https://reumlab.com/l/web-dev-production-cost/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/web-dev-*; consolidate query variant"
"https://reumlab.com/l/web-dev-dev-cost/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/web-dev-*; consolidate query variant"
"https://reumlab.com/l/web-dev-quote-inquiry/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/web-dev-*; consolidate query variant"
"https://reumlab.com/l/web-dev-cost-consult/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/web-dev-*; consolidate query variant"
"https://reumlab.com/l/web-dev-out-source-cost/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/web-dev-*; consolidate query variant"
"https://reumlab.com/l/web-dev-simple-cost/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/web-dev-*; consolidate query variant"
"https://reumlab.com/l/web-dev-simple-quote/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/web-dev-*; consolidate query variant"
"https://reumlab.com/l/web-dev-simple-price/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/web-dev-*; consolidate query variant"
"https://reumlab.com/l/web-dev-simple-production-cost/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/web-dev-*; consolidate query variant"
"https://reumlab.com/l/web-dev-simple-dev-cost/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/web-dev-*; consolidate query variant"
"https://reumlab.com/l/web-dev-simple-quote-inquiry/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/web-dev-*; consolidate query variant"
"https://reumlab.com/l/web-dev-simple-cost-consult/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/web-dev-*; consolidate query variant"
"https://reumlab.com/l/web-dev-simple-out-source-cost/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/web-dev-*; consolidate query variant"
"https://reumlab.com/l/landing-page-cost/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/landing-page-*; consolidate query variant"
"https://reumlab.com/l/landing-page-quote/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/landing-page-*; consolidate query variant"
"https://reumlab.com/l/landing-page-price/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/landing-page-*; consolidate query variant"
"https://reumlab.com/l/landing-page-production-cost/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/landing-page-*; consolidate query variant"
"https://reumlab.com/l/landing-page-dev-cost/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/landing-page-*; consolidate query variant"
"https://reumlab.com/l/landing-page-quote-inquiry/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/landing-page-*; consolidate query variant"
"https://reumlab.com/l/landing-page-cost-consult/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/landing-page-*; consolidate query variant"
"https://reumlab.com/l/landing-page-out-source-cost/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/landing-page-*; consolidate query variant"
"https://reumlab.com/l/website-dev-cost/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/website-dev-*; consolidate query variant"
"https://reumlab.com/l/website-dev-quote/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/website-dev-*; consolidate query variant"
"https://reumlab.com/l/website-dev-price/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/website-dev-*; consolidate query variant"
"https://reumlab.com/l/website-dev-production-cost/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/website-dev-*; consolidate query variant"
"https://reumlab.com/l/website-dev-dev-cost/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/website-dev-*; consolidate query variant"
"https://reumlab.com/l/website-dev-quote-inquiry/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/website-dev-*; consolidate query variant"
"https://reumlab.com/l/website-dev-cost-consult/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/website-dev-*; consolidate query variant"
"https://reumlab.com/l/website-dev-out-source-cost/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/website-dev-*; consolidate query variant"
"https://reumlab.com/l/responsive-web-cost/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/responsive-web-*; consolidate query variant"
"https://reumlab.com/l/responsive-web-quote/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/responsive-web-*; consolidate query variant"
"https://reumlab.com/l/responsive-web-price/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/responsive-web-*; consolidate query variant"
"https://reumlab.com/l/responsive-web-production-cost/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/responsive-web-*; consolidate query variant"
"https://reumlab.com/l/responsive-web-dev-cost/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/responsive-web-*; consolidate query variant"
"https://reumlab.com/l/responsive-web-quote-inquiry/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/responsive-web-*; consolidate query variant"
"https://reumlab.com/l/responsive-web-cost-consult/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/responsive-web-*; consolidate query variant"
"https://reumlab.com/l/responsive-web-out-source-cost/","legacy_landing","redirect","/guide/web-cost/","301","expanded from /l/responsive-web-*; consolidate query variant"
"https://reumlab.com/l/mvp-dev-cost/","legacy_landing","redirect","/guide/mvp-cost/","301","expanded from /l/mvp-dev-*; consolidate query variant"
"https://reumlab.com/l/mvp-dev-quote/","legacy_landing","redirect","/guide/mvp-cost/","301","expanded from /l/mvp-dev-*; consolidate query variant"
"https://reumlab.com/l/mvp-dev-price/","legacy_landing","redirect","/guide/mvp-cost/","301","expanded from /l/mvp-dev-*; consolidate query variant"
