"url","final_url","page_type","primary_intent","primary_entity","source_file_or_cms_id","http_status","redirect_chain","indexability","canonical","title","description","language","h1","schema_types","primary_questions","evidence_links","inbound_internal_links","outbound_internal_links","content_overlap","last_verified_at","risk_level","recommended_action","verification_status","route_type","redirect_target","indexable","template","content_source","approximate_visible_text_length","date_published","date_modified","internal_inlinks","internal_outlinks","sitemap_included","rss_included","intent_cluster","possible_duplicate","entity_conflict","recommended_action_detail"
"https://reumlab.com/ai-development/cheonan/","https://reumlab.com/ai-development/cheonan/","region_service","region_service","천안 AI 외주개발 | REUMLAB","lib/pseo.ts|lib/region-service.ts","200","","noindex","https://reumlab.com/ai-development/cheonan/","천안 AI 외주개발 | 챗봇·업무 자동화 실전형 — 름랩","반복되는 응대와 업무를 줄이고 싶으신가요. 천안 AI 외주개발 — 천안의 대학가 상권과 산업단지 수요에 맞춰 예약·주문·실무 자동화 앱·웹을 비대면으로 제작합니다. 챗봇·자동화 실전형 · 최소 기능부터 단계별.","ko","천안 AI 외주개발","Answer|BreadcrumbList|ContactPoint|Country|FAQPage|ListItem|OpeningHoursSpecification|Organization|Place|PostalAddress|ProfessionalService|PropertyValue|Question|Service|WebSite","어떤 AI 기능을 붙일 수 있나요?|방문 없이 진행할 수 있나요?|천안 에서 시작해 볼까요?","https://reumlab.com/portfolio/|https://reumlab.com/guide/app-cost/|https://reumlab.com/guide/app-duration/|https://reumlab.com/guide/dev-process/|https://reumlab.com/guide/agency-choice/|https://reumlab.com/guide/","10","40","none-detected","2026-09-12T16:24:39.132Z","low","KEEP","TESTED_LOCAL_BUILD","region_service","","no","region_service","lib/pseo.ts|lib/region-service.ts","2507","","","10","40","no","no","region_service","no","no","retain noindex; consolidate if equivalent redirect exists"
"https://reumlab.com/ai-development/cheongju/","https://reumlab.com/ai-development/cheongju/","region_service","region_service","청주 AI 외주개발 | REUMLAB","lib/pseo.ts|lib/region-service.ts","200","","noindex","https://reumlab.com/ai-development/cheongju/","청주 AI 외주개발 | 챗봇·업무 자동화 실전형 — 름랩","반복되는 응대와 업무를 줄이고 싶으신가요. 청주 AI 외주개발 — 청주의 성안길 상권과 오창·오송 산업단지 수요에 맞춰 예약·주문·실무 자동화 앱·웹을 비대면으로 제작합니다. 챗봇·자동화 실전형 · 최소 기능부터 단계별.","ko","청주 AI 외주개발","Answer|BreadcrumbList|ContactPoint|Country|FAQPage|ListItem|OpeningHoursSpecification|Organization|Place|PostalAddress|ProfessionalService|PropertyValue|Question|Service|WebSite","어떤 AI 기능을 붙일 수 있나요?|방문 없이 진행할 수 있나요?|청주 에서 시작해 볼까요?","https://reumlab.com/portfolio/|https://reumlab.com/guide/app-cost/|https://reumlab.com/guide/app-duration/|https://reumlab.com/guide/dev-process/|https://reumlab.com/guide/agency-choice/|https://reumlab.com/guide/","10","40","none-detected","2026-09-12T16:24:39.132Z","low","KEEP","TESTED_LOCAL_BUILD","region_service","","no","region_service","lib/pseo.ts|lib/region-service.ts","2515","","","10","40","no","no","region_service","no","no","retain noindex; consolidate if equivalent redirect exists"
"https://reumlab.com/ai-development/chuncheon/","https://reumlab.com/ai-development/chuncheon/","region_service","region_service","춘천 AI 외주개발 | REUMLAB","lib/pseo.ts|lib/region-service.ts","200","","noindex","https://reumlab.com/ai-development/chuncheon/","춘천 AI 외주개발 | 챗봇·업무 자동화 실전형 — 름랩","반복되는 응대와 업무를 줄이고 싶으신가요. 춘천 AI 외주개발 — 춘천의 관광·대학 상권 수요에 맞춰 예약·커머스·회원 중심 앱·웹을 비대면으로 제작합니다. 챗봇·자동화 실전형 · 최소 기능부터 단계별.","ko","춘천 AI 외주개발","Answer|BreadcrumbList|ContactPoint|Country|FAQPage|ListItem|OpeningHoursSpecification|Organization|Place|PostalAddress|ProfessionalService|PropertyValue|Question|Service|WebSite","어떤 AI 기능을 붙일 수 있나요?|방문 없이 진행할 수 있나요?|춘천 에서 시작해 볼까요?","https://reumlab.com/portfolio/|https://reumlab.com/guide/app-cost/|https://reumlab.com/guide/app-duration/|https://reumlab.com/guide/dev-process/|https://reumlab.com/guide/agency-choice/|https://reumlab.com/guide/","7","40","none-detected","2026-09-12T16:24:39.132Z","low","KEEP","TESTED_LOCAL_BUILD","region_service","","no","region_service","lib/pseo.ts|lib/region-service.ts","2511","","","7","40","no","no","region_service","no","no","retain noindex; consolidate if equivalent redirect exists"
"https://reumlab.com/ai-development/chungju/","https://reumlab.com/ai-development/chungju/","region_service","region_service","충주 AI 외주개발 | REUMLAB","lib/pseo.ts|lib/region-service.ts","200","","noindex","https://reumlab.com/ai-development/chungju/","충주 AI 외주개발 | 챗봇·업무 자동화 실전형 — 름랩","반복되는 응대와 업무를 줄이고 싶으신가요. 충주 AI 외주개발 — 충주 산업단지와 호수 관광 상권 수요에 맞춰 실무 자동화·예약·주문 앱·웹을 비대면으로 제작합니다. 챗봇·자동화 실전형 · 최소 기능부터 단계별.","ko","충주 AI 외주개발","Answer|BreadcrumbList|ContactPoint|Country|FAQPage|ListItem|OpeningHoursSpecification|Organization|Place|PostalAddress|ProfessionalService|PropertyValue|Question|Service|WebSite","어떤 AI 기능을 붙일 수 있나요?|방문 없이 진행할 수 있나요?|충주 에서 시작해 볼까요?","https://reumlab.com/portfolio/|https://reumlab.com/guide/app-cost/|https://reumlab.com/guide/app-duration/|https://reumlab.com/guide/dev-process/|https://reumlab.com/guide/agency-choice/|https://reumlab.com/guide/","10","40","none-detected","2026-09-12T16:24:39.132Z","low","KEEP","TESTED_LOCAL_BUILD","region_service","","no","region_service","lib/pseo.ts|lib/region-service.ts","2485","","","10","40","no","no","region_service","no","no","retain noindex; consolidate if equivalent redirect exists"
"https://reumlab.com/ai-development/daegu/","https://reumlab.com/ai-development/daegu/","region_service","region_service","대구 AI 외주개발 | REUMLAB","lib/pseo.ts|lib/region-service.ts","200","","noindex","https://reumlab.com/ai-development/daegu/","대구 AI 외주개발 | 챗봇·업무 자동화 실전형 — 름랩","반복되는 응대와 업무를 줄이고 싶으신가요. 대구 AI 외주개발 — 대구의 동성로 상권·섬유/제조 수요에 맞춰 예약·주문·실무 자동화 앱·웹을 비대면으로 제작합니다. 챗봇·자동화 실전형 · 최소 기능부터 단계별.","ko","대구 AI 외주개발","Answer|BreadcrumbList|ContactPoint|Country|FAQPage|ListItem|OpeningHoursSpecification|Organization|Place|PostalAddress|ProfessionalService|PropertyValue|Question|Service|WebSite","어떤 AI 기능을 붙일 수 있나요?|방문 없이 진행할 수 있나요?|대구 에서 시작해 볼까요?","https://reumlab.com/portfolio/|https://reumlab.com/guide/app-cost/|https://reumlab.com/guide/app-duration/|https://reumlab.com/guide/dev-process/|https://reumlab.com/guide/agency-choice/|https://reumlab.com/guide/","8","40","none-detected","2026-09-12T16:24:39.132Z","low","KEEP","TESTED_LOCAL_BUILD","region_service","","no","region_service","lib/pseo.ts|lib/region-service.ts","2531","","","8","40","no","no","region_service","no","no","retain noindex; consolidate if equivalent redirect exists"
"https://reumlab.com/ai-development/daejeon/","https://reumlab.com/ai-development/daejeon/","region_service","region_service","대전 AI 외주개발 | REUMLAB","lib/pseo.ts|lib/region-service.ts","200","","noindex","https://reumlab.com/ai-development/daejeon/","대전 AI 외주개발 | 챗봇·업무 자동화 실전형 — 름랩","반복되는 응대와 업무를 줄이고 싶으신가요. 대전 AI 외주개발 — 대전 둔산 상권과 대덕연구단지 기반 기술 수요에 맞춰 플랫폼·실무 자동화·예약 앱·웹을 비대면으로 제작합니다. 챗봇·자동화 실전형 · 최소 기능부터 단계별.","ko","대전 AI 외주개발","Answer|BreadcrumbList|ContactPoint|Country|FAQPage|ListItem|OpeningHoursSpecification|Organization|Place|PostalAddress|ProfessionalService|PropertyValue|Question|Service|WebSite","어떤 AI 기능을 붙일 수 있나요?|방문 없이 진행할 수 있나요?|대전 에서 시작해 볼까요?","https://reumlab.com/portfolio/|https://reumlab.com/guide/app-cost/|https://reumlab.com/guide/app-duration/|https://reumlab.com/guide/dev-process/|https://reumlab.com/guide/agency-choice/|https://reumlab.com/guide/","10","40","none-detected","2026-09-12T16:24:39.132Z","low","KEEP","TESTED_LOCAL_BUILD","region_service","","no","region_service","lib/pseo.ts|lib/region-service.ts","2527","","","10","40","no","no","region_service","no","no","retain noindex; consolidate if equivalent redirect exists"
"https://reumlab.com/ai-development/dongtan/","https://reumlab.com/ai-development/dongtan/","region_service","region_service","동탄 AI 외주개발 | REUMLAB","lib/pseo.ts|lib/region-service.ts","200","","indexable","https://reumlab.com/ai-development/dongtan/","동탄 AI 외주개발 | 챗봇·업무 자동화 실전형 — 름랩","반복되는 응대와 업무를 줄이고 싶으신가요. 동탄 AI 외주개발 — 동탄의 신축 상권·젊은 인구에 맞춰 예약·주문·구독 중심의 실사용 기능부터 빠르게 출시합니다. 챗봇·자동화 실전형 · 최소 기능부터 단계별.","ko","동탄 AI 외주개발","Answer|BreadcrumbList|ContactPoint|Country|FAQPage|ListItem|OpeningHoursSpecification|Organization|Place|PostalAddress|ProfessionalService|PropertyValue|Question|Service|WebSite","어떤 AI 기능을 붙일 수 있나요?|방문 없이 진행할 수 있나요?|동탄 에서 시작해 볼까요?","https://reumlab.com/portfolio/|https://reumlab.com/guide/app-cost/|https://reumlab.com/guide/app-duration/|https://reumlab.com/guide/dev-process/|https://reumlab.com/guide/agency-choice/|https://reumlab.com/guide/","26","39","none-detected","2026-09-12T16:24:39.132Z","low","KEEP","TESTED_LOCAL_BUILD","region_service","","yes","region_service","lib/pseo.ts|lib/region-service.ts","3069","","","26","39","yes","no","region_service","no","no","retain canonical"
"https://reumlab.com/ai-development/gangdong/","https://reumlab.com/ai-development/gangdong/","region_service","region_service","서울 강동 AI 외주개발 | REUMLAB","lib/pseo.ts|lib/region-service.ts","200","","noindex","https://reumlab.com/ai-development/gangdong/","서울 강동 AI 외주개발 | 챗봇·업무 자동화 실전형 — 름랩","반복되는 응대와 업무를 줄이고 싶으신가요. 서울 강동 AI 외주개발 — 강동 천호·고덕 상권과 재건축 주거 수요에 맞춰 예약·주문·회원 중심의 앱·웹을 제작합니다. 챗봇·자동화 실전형 · 최소 기능부터 단계별.","ko","서울 강동 AI 외주개발","Answer|BreadcrumbList|ContactPoint|Country|FAQPage|ListItem|OpeningHoursSpecification|Organization|Place|PostalAddress|ProfessionalService|PropertyValue|Question|Service|WebSite","어떤 AI 기능을 붙일 수 있나요?|방문 없이 진행할 수 있나요?|서울 강동 에서 시작해 볼까요?","https://reumlab.com/portfolio/|https://reumlab.com/guide/app-cost/|https://reumlab.com/guide/app-duration/|https://reumlab.com/guide/dev-process/|https://reumlab.com/guide/agency-choice/|https://reumlab.com/guide/","13","40","none-detected","2026-09-12T16:24:39.132Z","low","KEEP","TESTED_LOCAL_BUILD","region_service","","no","region_service","lib/pseo.ts|lib/region-service.ts","2558","","","13","40","no","no","region_service","no","no","retain noindex; consolidate if equivalent redirect exists"
"https://reumlab.com/ai-development/gangnam/","https://reumlab.com/ai-development/gangnam/","region_service","region_service","서울 강남 AI 외주개발 | REUMLAB","lib/pseo.ts|lib/region-service.ts","200","","noindex","https://reumlab.com/ai-development/gangnam/","서울 강남 AI 외주개발 | 챗봇·업무 자동화 실전형 — 름랩","반복되는 응대와 업무를 줄이고 싶으신가요. 서울 강남 AI 외주개발 — 강남 테헤란로의 SaaS·플랫폼·전문서비스 수요에 맞춰 검증용 MVP부터 운영 서비스까지 진행합니다. 챗봇·자동화 실전형 · 최소 기능부터 단계별.","ko","서울 강남 AI 외주개발","Answer|BreadcrumbList|ContactPoint|Country|FAQPage|ListItem|OpeningHoursSpecification|Organization|Place|PostalAddress|ProfessionalService|PropertyValue|Question|Service|WebSite","어떤 AI 기능을 붙일 수 있나요?|방문 없이 진행할 수 있나요?|서울 강남 에서 시작해 볼까요?","https://reumlab.com/portfolio/|https://reumlab.com/guide/app-cost/|https://reumlab.com/guide/app-duration/|https://reumlab.com/guide/dev-process/|https://reumlab.com/guide/agency-choice/|https://reumlab.com/guide/","13","40","none-detected","2026-09-12T16:24:39.132Z","low","KEEP","TESTED_LOCAL_BUILD","region_service","","no","region_service","lib/pseo.ts|lib/region-service.ts","2610","","","13","40","no","no","region_service","no","no","retain noindex; consolidate if equivalent redirect exists"
"https://reumlab.com/ai-development/gangneung/","https://reumlab.com/ai-development/gangneung/","region_service","region_service","강릉 AI 외주개발 | REUMLAB","lib/pseo.ts|lib/region-service.ts","200","","noindex","https://reumlab.com/ai-development/gangneung/","강릉 AI 외주개발 | 챗봇·업무 자동화 실전형 — 름랩","반복되는 응대와 업무를 줄이고 싶으신가요. 강릉 AI 외주개발 — 강릉의 관광·해양 상권 수요에 맞춰 예약·숙박·커머스 중심 앱·웹을 비대면으로 제작합니다. 챗봇·자동화 실전형 · 최소 기능부터 단계별.","ko","강릉 AI 외주개발","Answer|BreadcrumbList|ContactPoint|Country|FAQPage|ListItem|OpeningHoursSpecification|Organization|Place|PostalAddress|ProfessionalService|PropertyValue|Question|Service|WebSite","어떤 AI 기능을 붙일 수 있나요?|방문 없이 진행할 수 있나요?|강릉 에서 시작해 볼까요?","https://reumlab.com/portfolio/|https://reumlab.com/guide/app-cost/|https://reumlab.com/guide/app-duration/|https://reumlab.com/guide/dev-process/|https://reumlab.com/guide/agency-choice/|https://reumlab.com/guide/","7","40","none-detected","2026-09-12T16:24:39.132Z","low","KEEP","TESTED_LOCAL_BUILD","region_service","","no","region_service","lib/pseo.ts|lib/region-service.ts","2501","","","7","40","no","no","region_service","no","no","retain noindex; consolidate if equivalent redirect exists"
