"canonical URL","page type","primary intent","target audience","Google clicks","Google impressions","Google CTR","Google average position","Bing clicks","Bing citations","Naver impressions","Naver clicks","organic sessions","AI referral sessions","successful leads","backlinks / independent mentions","first-party evidence","content uniqueness","query overlap","closest competing internal URL","index status","action","reason","priority","owner"
"https://reumlab.com/app/art-academy/","industry_service","industry_service","앱·웹·AI 개발 파트너를 찾는 사업자와 실무자","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:BING","OWNER_DATA_REQUIRED:BING_AI_PERFORMANCE","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4_NETLIFY","NOT_MEASURED","templated-review","exact-unique","NO_EXACT_H1_DUPLICATE; GSC_QUERY_DATA_REQUIRED","https://reumlab.com/app/academy/","INDEX / SELF_CANONICAL_STATIC_VERIFIED","MONITOR","템플릿 유사 가능성은 있으나 검색·전환 데이터 없이 삭제·통합하지 않음","P2-monitor","SEO owner"
"https://reumlab.com/app/b2b-saas/","industry_service","industry_service","앱·웹·AI 개발 파트너를 찾는 사업자와 실무자","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:BING","OWNER_DATA_REQUIRED:BING_AI_PERFORMANCE","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4_NETLIFY","NOT_MEASURED","templated-review","exact-unique","NO_EXACT_H1_DUPLICATE; GSC_QUERY_DATA_REQUIRED","https://reumlab.com/app/academy/","INDEX / SELF_CANONICAL_STATIC_VERIFIED","MONITOR","템플릿 유사 가능성은 있으나 검색·전환 데이터 없이 삭제·통합하지 않음","P2-monitor","SEO owner"
"https://reumlab.com/app/bakery/","industry_service","industry_service","앱·웹·AI 개발 파트너를 찾는 사업자와 실무자","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:BING","OWNER_DATA_REQUIRED:BING_AI_PERFORMANCE","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4_NETLIFY","NOT_MEASURED","templated-review","exact-unique","NO_EXACT_H1_DUPLICATE; GSC_QUERY_DATA_REQUIRED","https://reumlab.com/app/academy/","INDEX / SELF_CANONICAL_STATIC_VERIFIED","MONITOR","템플릿 유사 가능성은 있으나 검색·전환 데이터 없이 삭제·통합하지 않음","P2-monitor","SEO owner"
"https://reumlab.com/app/billiards/","industry_service","industry_service","앱·웹·AI 개발 파트너를 찾는 사업자와 실무자","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:BING","OWNER_DATA_REQUIRED:BING_AI_PERFORMANCE","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4_NETLIFY","NOT_MEASURED","templated-review","exact-unique","NO_EXACT_H1_DUPLICATE; GSC_QUERY_DATA_REQUIRED","https://reumlab.com/app/academy/","INDEX / SELF_CANONICAL_STATIC_VERIFIED","MONITOR","템플릿 유사 가능성은 있으나 검색·전환 데이터 없이 삭제·통합하지 않음","P2-monitor","SEO owner"
"https://reumlab.com/app/booking/","industry_service","industry_service","앱·웹·AI 개발 파트너를 찾는 사업자와 실무자","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:BING","OWNER_DATA_REQUIRED:BING_AI_PERFORMANCE","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4_NETLIFY","NOT_MEASURED","templated-review","exact-unique","NO_EXACT_H1_DUPLICATE; GSC_QUERY_DATA_REQUIRED","https://reumlab.com/app/academy/","INDEX / SELF_CANONICAL_STATIC_VERIFIED","MONITOR","템플릿 유사 가능성은 있으나 검색·전환 데이터 없이 삭제·통합하지 않음","P2-monitor","SEO owner"
"https://reumlab.com/app/bookstore/","industry_service","industry_service","앱·웹·AI 개발 파트너를 찾는 사업자와 실무자","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:BING","OWNER_DATA_REQUIRED:BING_AI_PERFORMANCE","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4_NETLIFY","NOT_MEASURED","templated-review","exact-unique","NO_EXACT_H1_DUPLICATE; GSC_QUERY_DATA_REQUIRED","https://reumlab.com/app/academy/","INDEX / SELF_CANONICAL_STATIC_VERIFIED","MONITOR","템플릿 유사 가능성은 있으나 검색·전환 데이터 없이 삭제·통합하지 않음","P2-monitor","SEO owner"
"https://reumlab.com/app/butcher/","industry_service","industry_service","앱·웹·AI 개발 파트너를 찾는 사업자와 실무자","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:BING","OWNER_DATA_REQUIRED:BING_AI_PERFORMANCE","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4_NETLIFY","NOT_MEASURED","templated-review","exact-unique","NO_EXACT_H1_DUPLICATE; GSC_QUERY_DATA_REQUIRED","https://reumlab.com/app/academy/","INDEX / SELF_CANONICAL_STATIC_VERIFIED","MONITOR","템플릿 유사 가능성은 있으나 검색·전환 데이터 없이 삭제·통합하지 않음","P2-monitor","SEO owner"
"https://reumlab.com/app/cafe/","industry_service","industry_service","앱·웹·AI 개발 파트너를 찾는 사업자와 실무자","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:BING","OWNER_DATA_REQUIRED:BING_AI_PERFORMANCE","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4_NETLIFY","NOT_MEASURED","templated-review","exact-unique","NO_EXACT_H1_DUPLICATE; GSC_QUERY_DATA_REQUIRED","https://reumlab.com/app/academy/","INDEX / SELF_CANONICAL_STATIC_VERIFIED","MONITOR","템플릿 유사 가능성은 있으나 검색·전환 데이터 없이 삭제·통합하지 않음","P2-monitor","SEO owner"
"https://reumlab.com/app/camping/","industry_service","industry_service","앱·웹·AI 개발 파트너를 찾는 사업자와 실무자","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:BING","OWNER_DATA_REQUIRED:BING_AI_PERFORMANCE","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4_NETLIFY","NOT_MEASURED","templated-review","exact-unique","NO_EXACT_H1_DUPLICATE; GSC_QUERY_DATA_REQUIRED","https://reumlab.com/app/academy/","INDEX / SELF_CANONICAL_STATIC_VERIFIED","MONITOR","템플릿 유사 가능성은 있으나 검색·전환 데이터 없이 삭제·통합하지 않음","P2-monitor","SEO owner"
"https://reumlab.com/app/car-repair/","industry_service","industry_service","앱·웹·AI 개발 파트너를 찾는 사업자와 실무자","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:BING","OWNER_DATA_REQUIRED:BING_AI_PERFORMANCE","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4_NETLIFY","NOT_MEASURED","templated-review","exact-unique","NO_EXACT_H1_DUPLICATE; GSC_QUERY_DATA_REQUIRED","https://reumlab.com/app/academy/","INDEX / SELF_CANONICAL_STATIC_VERIFIED","MONITOR","템플릿 유사 가능성은 있으나 검색·전환 데이터 없이 삭제·통합하지 않음","P2-monitor","SEO owner"
"https://reumlab.com/app/car-wash/","industry_service","industry_service","앱·웹·AI 개발 파트너를 찾는 사업자와 실무자","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:BING","OWNER_DATA_REQUIRED:BING_AI_PERFORMANCE","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4_NETLIFY","NOT_MEASURED","templated-review","exact-unique","NO_EXACT_H1_DUPLICATE; GSC_QUERY_DATA_REQUIRED","https://reumlab.com/app/academy/","INDEX / SELF_CANONICAL_STATIC_VERIFIED","MONITOR","템플릿 유사 가능성은 있으나 검색·전환 데이터 없이 삭제·통합하지 않음","P2-monitor","SEO owner"
"https://reumlab.com/app/catering/","industry_service","industry_service","앱·웹·AI 개발 파트너를 찾는 사업자와 실무자","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:BING","OWNER_DATA_REQUIRED:BING_AI_PERFORMANCE","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4_NETLIFY","NOT_MEASURED","templated-review","exact-unique","NO_EXACT_H1_DUPLICATE; GSC_QUERY_DATA_REQUIRED","https://reumlab.com/app/academy/","INDEX / SELF_CANONICAL_STATIC_VERIFIED","MONITOR","템플릿 유사 가능성은 있으나 검색·전환 데이터 없이 삭제·통합하지 않음","P2-monitor","SEO owner"
"https://reumlab.com/app/childcare/","industry_service","industry_service","앱·웹·AI 개발 파트너를 찾는 사업자와 실무자","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:BING","OWNER_DATA_REQUIRED:BING_AI_PERFORMANCE","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4_NETLIFY","NOT_MEASURED","templated-review","exact-unique","NO_EXACT_H1_DUPLICATE; GSC_QUERY_DATA_REQUIRED","https://reumlab.com/app/academy/","INDEX / SELF_CANONICAL_STATIC_VERIFIED","MONITOR","템플릿 유사 가능성은 있으나 검색·전환 데이터 없이 삭제·통합하지 않음","P2-monitor","SEO owner"
"https://reumlab.com/app/church/","industry_service","industry_service","앱·웹·AI 개발 파트너를 찾는 사업자와 실무자","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:BING","OWNER_DATA_REQUIRED:BING_AI_PERFORMANCE","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4_NETLIFY","NOT_MEASURED","templated-review","exact-unique","NO_EXACT_H1_DUPLICATE; GSC_QUERY_DATA_REQUIRED","https://reumlab.com/app/academy/","INDEX / SELF_CANONICAL_STATIC_VERIFIED","MONITOR","템플릿 유사 가능성은 있으나 검색·전환 데이터 없이 삭제·통합하지 않음","P2-monitor","SEO owner"
"https://reumlab.com/app/cleaning/","industry_service","industry_service","앱·웹·AI 개발 파트너를 찾는 사업자와 실무자","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:BING","OWNER_DATA_REQUIRED:BING_AI_PERFORMANCE","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4_NETLIFY","NOT_MEASURED","templated-review","exact-unique","NO_EXACT_H1_DUPLICATE; GSC_QUERY_DATA_REQUIRED","https://reumlab.com/app/academy/","INDEX / SELF_CANONICAL_STATIC_VERIFIED","MONITOR","템플릿 유사 가능성은 있으나 검색·전환 데이터 없이 삭제·통합하지 않음","P2-monitor","SEO owner"
"https://reumlab.com/app/climbing/","industry_service","industry_service","앱·웹·AI 개발 파트너를 찾는 사업자와 실무자","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:BING","OWNER_DATA_REQUIRED:BING_AI_PERFORMANCE","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4_NETLIFY","NOT_MEASURED","templated-review","exact-unique","NO_EXACT_H1_DUPLICATE; GSC_QUERY_DATA_REQUIRED","https://reumlab.com/app/academy/","INDEX / SELF_CANONICAL_STATIC_VERIFIED","MONITOR","템플릿 유사 가능성은 있으나 검색·전환 데이터 없이 삭제·통합하지 않음","P2-monitor","SEO owner"
"https://reumlab.com/app/cloud-kitchen/","industry_service","industry_service","앱·웹·AI 개발 파트너를 찾는 사업자와 실무자","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:BING","OWNER_DATA_REQUIRED:BING_AI_PERFORMANCE","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4_NETLIFY","NOT_MEASURED","templated-review","exact-unique","NO_EXACT_H1_DUPLICATE; GSC_QUERY_DATA_REQUIRED","https://reumlab.com/app/academy/","INDEX / SELF_CANONICAL_STATIC_VERIFIED","MONITOR","템플릿 유사 가능성은 있으나 검색·전환 데이터 없이 삭제·통합하지 않음","P2-monitor","SEO owner"
"https://reumlab.com/app/coin-laundry/","industry_service","industry_service","앱·웹·AI 개발 파트너를 찾는 사업자와 실무자","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:BING","OWNER_DATA_REQUIRED:BING_AI_PERFORMANCE","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4_NETLIFY","NOT_MEASURED","templated-review","exact-unique","NO_EXACT_H1_DUPLICATE; GSC_QUERY_DATA_REQUIRED","https://reumlab.com/app/academy/","INDEX / SELF_CANONICAL_STATIC_VERIFIED","MONITOR","템플릿 유사 가능성은 있으나 검색·전환 데이터 없이 삭제·통합하지 않음","P2-monitor","SEO owner"
"https://reumlab.com/app/community/","industry_service","industry_service","앱·웹·AI 개발 파트너를 찾는 사업자와 실무자","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:GSC","OWNER_DATA_REQUIRED:BING","OWNER_DATA_REQUIRED:BING_AI_PERFORMANCE","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:NAVER","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4","OWNER_DATA_REQUIRED:GA4_NETLIFY","NOT_MEASURED","templated-review","exact-unique","NO_EXACT_H1_DUPLICATE; GSC_QUERY_DATA_REQUIRED","https://reumlab.com/app/academy/","INDEX / SELF_CANONICAL_STATIC_VERIFIED","MONITOR","템플릿 유사 가능성은 있으나 검색·전환 데이터 없이 삭제·통합하지 않음","P2-monitor","SEO owner"
